Geneid,SRR1313066,SRR1313067,SRR1313068,SRR1313078,SRR1313090,SRR1313091,SRR1313092,SRR1313094,SRR1313096,SRR1313099,SRR1313101,SRR1313111,SRR1313112,SRR1313113,SRR1313115,SRR1313118,SRR1313120,SRR1313123,SRR1313127,SRR1313128
IGKV2OR2-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IGKV2OR2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV1OR2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPAT2P2,3,4,13,16,1,27,14,34,20,74,21,24,26,46,23,8,47,46,15,97
FAHD2B,132,36,161,319,81,416,194,274,121,627,282,264,550,648,130,181,416,567,174,215
ENSG00000279791,2,0,6,57,11,28,18,14,38,43,22,14,17,32,43,6,59,195,30,74
RN7SL313P,0,0,0,4,4,6,1,4,12,4,3,1,0,8,3,3,13,23,0,13
ANKRD36,201,526,190,3002,736,1872,1959,2977,2146,3227,520,1210,778,1711,4379,1275,3677,2059,3050,7005
ENSG00000277701,2,33,6,72,28,72,152,170,93,175,32,48,25,80,127,29,184,56,61,217
ENSG00000237837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV1OR2-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV2OR2-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV2OR2-7D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV3OR2-5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IGKV1OR2-6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
IGKV2OR2-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV2OR2-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV1OR2-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APPAT,3,50,12,222,56,206,603,848,206,785,114,85,74,154,407,67,578,92,351,828
ENSG00000278766,0,2,1,2,0,7,12,26,12,19,7,2,5,8,24,2,21,8,7,41
ANKRD36B,57,203,181,1740,334,1325,2010,2280,880,2404,396,474,374,592,1687,544,2851,826,3088,2195
ENSG00000235833,0,0,4,26,0,10,17,14,0,17,1,0,8,0,0,6,25,0,16,0
ENSG00000286036,1,0,0,4,0,1,0,0,3,1,0,0,0,1,0,0,0,1,1,0
UBTFL6,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,2,0,0,0,0
COX5B,546,1473,767,1304,635,843,1156,1072,1083,935,1291,596,1533,775,678,894,813,1804,1460,571
ACTR1B,1534,5402,1186,3740,3195,3372,2455,3088,1524,3807,7200,3884,6758,4377,3169,6063,3675,3699,3174,1392
C2orf92,48,193,141,617,141,285,221,411,419,532,241,282,276,406,428,116,732,515,448,468
RNU4-8P,1,2,3,5,2,1,0,1,0,1,0,1,1,0,0,1,0,3,1,1
ZAP70,10,12,12,115,596,633,451,677,668,3161,613,435,170,390,384,122,1849,493,396,1667
TMEM131,2077,3074,2054,4176,1520,1365,2943,1225,739,1213,1640,1333,2454,1546,668,3592,1103,1694,1317,752
HMGN1P36,0,0,0,5,0,3,0,0,0,1,1,0,5,0,0,1,1,0,1,1
RNU7-96P,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
VWA3B,0,12,29,28,2,25,75,1,11,11,7,6,6,10,58,27,10,16,10,3
ATP5F1BP1,2,0,1,10,3,1,2,0,3,0,1,0,2,6,0,1,1,3,0,0
ENSG00000222000,0,0,0,11,0,0,2,0,4,0,0,2,0,0,0,8,0,1,1,0
CNGA3,0,5,0,11,5,13,680,32,1,3,6,6,6,1,5,628,5,8,4,0
ENSG00000227987,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
INPP4A,842,972,625,1583,887,870,730,672,663,951,1029,954,820,925,607,1636,1115,2476,760,751
COA5,353,261,405,1553,284,504,481,619,353,748,641,404,634,580,327,509,662,1426,774,532
UNC50,537,340,975,838,267,357,273,287,96,263,573,308,408,355,120,478,259,638,313,123
MGAT4A,0,1443,411,1655,622,592,1032,419,127,500,1103,570,1530,560,147,3449,428,1201,497,223
YWHAQP5,0,10,2,79,7,31,22,14,12,22,7,16,15,5,22,16,24,43,21,19
LINC02611,0,2,1,23,12,31,30,29,23,34,16,18,8,26,28,33,53,29,80,51
RNU4-84P,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CRACDL,0,745,334,669,411,1641,1357,1438,820,1444,2258,1377,2742,1354,890,466,1324,2388,1484,165
RNU7-46P,0,0,0,5,0,2,2,1,1,2,1,3,2,2,7,0,4,6,2,1
TSGA10,34,195,219,724,168,384,277,237,452,304,223,314,236,381,637,210,522,790,333,692
SMC3P1,26,27,35,85,43,31,38,37,28,26,40,39,70,55,18,57,20,39,29,28
ENSG00000241962,9,3,12,42,4,5,9,11,6,17,7,15,10,11,9,12,18,28,9,10
C2orf15,7,119,54,216,126,117,147,131,71,79,202,121,275,92,101,253,76,358,194,108
LIPT1,64,55,109,189,46,166,63,72,62,161,97,57,87,102,90,75,219,300,137,93
ENSG00000273155,2,0,0,2,1,0,0,0,0,2,0,0,0,2,2,0,1,3,3,0
MITD1,454,269,423,826,215,389,372,440,365,666,309,394,496,491,609,313,709,849,578,613
MRPL30,500,503,550,452,471,414,436,280,125,293,646,316,686,334,108,796,195,1409,755,195
LYG2,7,9,11,178,12,21,25,33,13,40,9,28,2,31,31,25,32,36,18,62
LYG1,34,18,42,291,18,89,77,50,113,80,37,75,63,75,59,45,232,193,51,219
TXNDC9,152,166,337,238,165,195,179,149,78,125,261,116,250,157,58,351,92,612,263,98
EIF5B,2683,2446,1893,7768,3668,6448,5940,6926,6280,4672,7219,3760,7898,5214,4544,7626,5223,24876,7781,13997
REV1,1072,945,767,4582,886,2102,991,1742,1136,1943,1076,1474,1726,1781,1473,1646,2406,5175,1979,1594
ENSG00000273306,66,63,42,188,11,12,13,16,10,32,27,29,29,23,21,38,44,69,20,72
AFF3,1,127,3926,8317,9874,1428,1130,677,673,725,5478,2306,5715,1127,198,18733,1578,3182,1627,268
ENSG00000230393,0,1,18,97,78,20,10,10,18,7,48,21,33,21,5,220,28,92,24,9
LINC01104,0,0,0,2,2,2,0,0,0,0,0,0,0,1,2,1,0,3,2,9
LONRF2,0,3081,1006,1862,2279,372,256,1528,193,2669,812,1082,2146,1663,3634,1328,382,1996,2607,33
CYCSP7,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000270699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST10,0,603,203,202,372,410,427,1038,208,560,374,340,626,434,305,680,516,967,600,79
RALBP1P2,5,3,1,12,16,15,15,17,8,10,13,10,18,13,8,15,7,20,19,8
NMS,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
ARPP19P2,0,0,0,2,3,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0
PDCL3,47,153,88,169,165,128,125,190,200,108,248,91,246,157,76,351,88,312,340,65
HMGN2P22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LINC01849,0,0,0,12,0,10,0,17,5,3,10,1,0,0,1,0,3,1,3,1
ENSG00000287832,0,0,0,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2
NANOGNBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LINC01868,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000228488,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286737,1,0,0,3,0,0,0,1,1,2,0,1,0,1,1,0,0,0,0,0
ENSG00000289077,0,0,0,1,1,2,0,3,1,3,3,0,7,3,2,0,2,3,0,0
NPAS2,127,277,88,428,154,1448,268,588,276,1542,497,435,1087,750,235,716,1591,306,118,94
ENSG00000232034,3,2,3,24,3,14,4,8,1,15,1,4,11,7,4,6,6,7,1,0
NPAS2-AS1,0,5,1,37,4,50,18,10,25,43,12,9,15,26,12,9,69,1,7,7
ENSG00000223947,3,10,4,16,6,84,23,37,14,74,18,21,50,21,8,8,118,9,2,5
RPL31,3753,1498,1910,2642,1998,2878,3154,2855,1138,1868,3886,1872,3822,3766,1604,2427,2107,3930,1761,1451
TBC1D8,974,711,331,15444,1437,1449,3663,1409,1164,3119,3141,1501,4717,2400,1379,3315,3641,1886,996,1532
BBIP1P1,0,0,0,64,4,7,10,2,7,3,5,4,9,7,7,9,23,9,5,16
TBC1D8-AS1,2,16,10,70,1,34,25,45,12,51,39,27,17,17,30,54,41,39,22,31
CNOT11,603,1043,760,1713,747,605,502,423,406,463,1295,508,942,579,471,1643,527,896,1412,709
RNF149,1395,1627,911,2394,1002,1234,932,1364,834,1039,1673,1149,1241,1086,937,1670,1521,1590,1955,1546
SNORD89,6,12,2,23,8,8,8,18,14,19,11,12,18,9,14,17,26,31,21,15
MIR5696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
CREG2,18,518,8,27,8,9,6,5,6,6,6,7,9,12,3,9,6,17,5,6
ENSG00000226058,0,3,0,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
RFX8,149,10,0,4,29,74,31,139,16,68,41,149,16,58,106,85,109,68,154,28
LINC01870,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RPS6P3,0,0,0,6,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
PRCPP1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000286047,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286101,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MAP4K4,6078,2891,1433,1896,2442,4855,1542,2445,2374,2762,3121,2345,2793,3498,2083,4537,2817,6036,5474,6417
ENSG00000288948,18,4,9,124,6,18,6,15,31,20,4,7,8,9,22,15,31,14,12,39
ENSG00000289167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01127,109,2,0,6,0,5,1,2,4,3,1,3,2,1,0,0,3,1,5,66
IL1R2,1429,3,0,9,4,11,3,4,6,34,11,1,3,7,5,0,2,8,3,92
ENSG00000287771,20,0,0,4,1,0,0,0,2,2,1,1,0,1,1,0,0,0,0,8
IL1R1,5339,94,894,157,346,1590,317,500,275,796,3321,761,562,1036,267,546,555,1204,240,265
IL1R1-AS1,6,0,0,2,2,0,0,0,1,0,4,1,2,1,0,1,0,0,0,1
IL1RL2,1,0,6,9,11,77,24,24,40,32,77,23,0,95,16,69,107,23,8,211
FAM183DP,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
IL1RL1,2208,0,0,14,2,15,7,5,5,11,7,24,9,48,8,10,7,7,11,0
IL18R1,4578,0,1,5,24,71,38,32,30,106,37,57,10,43,13,24,84,36,35,45
SDR42E1P5,8,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IL18RAP,79,0,0,3,5,14,8,25,20,98,3,7,7,22,16,1,27,6,19,182
MIR4772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236525,9,0,0,7,0,0,0,2,7,1,1,0,0,0,2,0,1,0,1,6
ENSG00000234389,3,0,0,7,1,2,0,2,6,18,0,0,0,1,0,3,1,0,0,14
SLC9A4,5,67,0,12,0,2,0,1,4,0,0,1,0,0,0,0,2,1,1,0
SLC9A2,84,1135,1512,999,10,91,4,54,282,5,38,27,1,91,6,4,94,6,68,25
MFSD9,234,621,259,408,156,211,123,146,96,124,362,173,217,184,59,431,178,205,214,191
TMEM182,74,33,142,28,34,59,45,33,15,14,81,41,48,54,20,51,38,27,112,38
LINC01796,4,0,1,7,3,8,6,5,6,4,1,2,0,7,6,0,4,0,1,13
LINC01935,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000227680,3,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,3,1,1,1
ENSG00000229209,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
ENSG00000227623,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286290,3,0,1,5,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1
CRLF3P1,0,0,1,5,2,2,0,2,2,2,3,2,5,0,1,1,2,1,2,0
ENSG00000221849,0,0,0,6,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0
CAPZBP1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000232597,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000236141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LINC01965,0,0,12,22,0,0,0,2,42,0,0,0,0,0,4,36,2,2,1,1
ENSG00000273515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000228968,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AHCYP3,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
ENSG00000227157,0,0,0,5,0,0,0,0,7,0,0,0,2,0,1,2,0,1,1,1
LINC01831,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1
ENSG00000287793,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LINC01102,0,1,0,24,2,1,3,3,24,1,2,2,0,3,5,2,1,4,12,8
LINC01103,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ENSG00000231626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236109,0,0,0,8,0,0,0,2,4,0,0,1,0,0,0,0,0,1,1,1
ENSG00000288565,0,0,0,8,0,2,0,1,11,0,1,0,0,1,3,2,2,1,2,1
ENSG00000230690,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
RPL23AP27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228528,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000279904,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,1
LINC01114,0,0,0,4,0,0,1,1,11,4,0,1,0,6,1,3,3,0,0,1
PANTR1,31,0,0,15,2,1,1,3,12,3,0,0,0,5,3,7,4,5,1,5
HMGB3P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269707,7,0,0,3,0,0,2,2,2,1,1,0,0,1,1,0,1,0,3,0
POU3F3,140,0,0,10,24,4,3,17,3,10,2,0,1,3,8,59,7,0,2,9
ENSG00000289498,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
LINC01159,8,1,0,6,0,0,0,2,5,0,2,1,0,0,0,0,1,0,1,0
ENSG00000287135,1,1,0,6,2,1,0,1,5,0,0,0,1,1,1,0,2,0,1,1
MRPS9-AS2,0,1,1,6,0,0,0,0,6,2,0,2,1,0,1,1,0,0,1,0
MRPS9,180,134,250,253,141,157,186,185,201,146,251,125,224,180,160,244,154,434,190,221
MRPS9-AS1,7,11,4,18,0,10,8,5,3,6,6,9,7,13,2,3,5,19,4,12
LINC01918,0,7,1,1,2,8,4,6,1,7,1,10,2,3,3,1,2,17,5,2
GPR45,0,3,1,7,2,15,1,5,14,6,3,18,3,8,1,6,16,10,1,13
ENSG00000272861,0,0,0,3,4,4,2,6,12,5,3,8,7,3,4,1,5,11,4,1
TGFBRAP1,753,1479,998,1212,977,681,396,367,452,478,1007,579,794,728,307,1903,594,549,753,658
ENSG00000235319,0,0,4,9,3,4,3,2,6,3,4,7,2,3,5,2,3,13,8,18
C2orf49-DT,121,126,134,540,55,139,126,169,152,169,78,99,68,110,149,103,154,271,733,321
C2orf49,621,391,595,305,408,395,299,308,289,301,498,371,465,405,276,625,259,473,378,396
FHL2,282,335,1501,49,2649,1606,1003,1870,401,431,1074,658,2409,2805,1584,1112,454,1810,3257,163
ENSG00000238273,15,27,82,5,105,84,49,154,30,50,59,80,138,224,298,41,79,99,89,24
LINC02946,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
ENSG00000287308,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCK2,593,718,262,1012,1991,2169,1018,881,672,882,2962,1663,1386,1223,449,3540,527,1874,2479,1413
ENSG00000290119,0,0,1,7,1,1,0,2,1,1,1,3,0,1,1,2,2,1,1,2
ENSG00000235522,8,3,5,152,8,13,5,11,10,19,4,6,2,10,18,7,14,11,16,60
ENSG00000234162,2,0,0,12,0,0,0,0,5,3,0,0,1,0,0,0,0,1,0,5
ECRG4,0,0,0,12,27,111,8,2,3,33,19,24,23,68,1,72,11,7,5,2
UXS1,533,777,200,1078,312,369,282,334,143,288,439,190,329,277,131,517,129,733,504,587
ENSG00000233339,0,0,0,12,1,1,1,0,5,2,0,2,0,0,3,1,3,3,2,12
ENSG00000273595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RPL22P10,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SRSF3P4,0,0,0,3,3,0,0,1,2,0,4,2,0,1,0,6,0,3,0,1
RPS21P2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL27AP4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILRUNP1,1,2,0,4,2,1,4,4,1,2,1,2,2,2,1,9,1,5,7,1
ENSG00000229682,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANAPC1P6,1,1,0,3,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
ENSG00000291125,0,3,0,8,1,0,0,1,1,1,0,1,2,2,0,0,0,0,0,0
PLGLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGPD3,16,5,5,20,3,5,3,10,10,8,24,8,4,7,10,10,7,8,1,8
ENSG00000237666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
CD8B2,0,0,0,3,2,7,5,1,0,4,7,2,1,7,0,3,2,2,0,39
ENSG00000232001,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,20
ENSG00000231505,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
EEF1A1P12,82,27,9,7,38,33,18,12,8,8,58,14,30,48,7,27,8,31,10,2
ST6GAL2,0,0,0,18,114,188,72,138,34,19,306,293,66,145,72,170,146,240,40,50
ST6GAL2-IT1,0,0,0,1,0,0,0,3,1,1,1,1,0,0,2,1,1,0,0,1
ENSG00000227294,0,0,0,0,0,2,0,0,2,1,0,2,0,0,2,0,2,0,0,0
ENSG00000286218,0,0,0,17,0,4,0,7,5,0,0,0,0,1,0,0,5,3,1,2
PPP1R2P5,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ENSG00000226905,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01789,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000225588,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LINC01885,7,0,0,11,0,1,0,0,4,0,0,0,0,1,0,1,0,0,1,0
LINC01886,2,0,0,9,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,1
ENSG00000286769,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
GACAT1,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0
RGPD4-AS1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1
RGPD4,13,3,1,36,10,10,7,6,1,5,18,9,29,3,3,5,20,11,1,3
ENSG00000233494,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000227270,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL22P8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2
SRSF3P5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A7,0,0,0,7,6,2,1,0,13,0,1,0,0,2,1,0,1,10,1,1
LINC01593,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0
ACTP1,0,0,0,2,0,0,1,0,0,0,0,0,1,4,0,3,0,1,1,2
LINC01594,0,1,0,2,1,3,0,0,0,0,0,1,1,4,0,0,3,2,2,3
SETD6P1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULT1C3,0,0,0,0,1,0,0,1,2,0,1,1,0,0,1,0,1,0,0,0
WASF1P1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
SULT1C2,4,6,19,18,34,28,57,8,46,180,10,18,5,6,80,17,16,34,24,51
SULT1C2P2,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,2,0,0,1
SULT1C5P,1,1,0,4,2,2,23,0,2,3,1,3,6,1,1,0,1,0,4,0
GMCL1P2,0,0,2,3,0,0,1,0,1,2,0,1,0,0,1,1,1,0,1,1
SULT1C4,4,4,5,284,24,292,76,53,38,135,45,65,22,110,56,1285,108,124,61,216
SMIM12P1,1,0,1,1,1,2,2,1,2,3,1,4,1,1,2,0,4,1,7,2
GCC2,1825,1482,1506,7306,3107,6751,5838,7960,7049,6863,4445,4218,6650,4601,9924,6006,8143,5365,5811,11100
GCC2-AS1,4,6,6,10,7,22,11,10,10,15,10,16,2,14,25,18,18,20,17,39
LIMS1,3309,422,314,977,1429,1761,1024,1351,904,1087,1414,1464,1672,1403,1073,3223,1050,2196,1956,1137
LIMS1-AS1,15,3,7,22,7,5,6,6,2,8,6,10,10,6,6,12,3,8,6,7
ENSG00000233648,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RPL10P5,0,0,0,3,2,1,3,0,5,0,2,0,1,1,3,0,5,0,1,1
RANBP2,3654,2102,1794,3698,1624,1545,993,1200,868,1181,1812,1550,2832,1550,991,2949,1102,1354,1367,1718
CCDC138,109,90,112,312,87,90,144,127,140,113,135,133,100,131,165,175,159,314,172,288
RPL39P16,1,2,3,17,4,1,7,3,7,2,1,3,4,1,3,5,5,9,8,7
EDAR,4,4,1,16,8,12,4,10,6,7,4,2,0,6,2,6,3,8,0,15
SH3RF3-AS1,14,0,0,2,9,20,3,6,2,7,10,25,9,15,3,14,3,9,6,4
SH3RF3,286,1,1,9,186,626,117,260,64,495,242,546,315,300,168,368,449,319,222,185
MIR4265,2,0,0,1,0,1,0,1,0,2,0,1,0,1,1,3,5,0,2,0
SNRPGP9,1,2,1,3,1,2,1,2,3,0,1,0,0,2,4,1,4,0,1,4
MIR4266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEPTIN10,1343,110,341,329,678,905,310,487,169,516,691,452,1117,836,128,639,346,495,414,256
RPL37P12,9,0,1,11,8,5,4,11,6,7,4,6,16,6,6,5,7,5,7,6
ENSG00000230696,5,0,3,46,1,6,4,8,6,12,1,6,9,4,6,4,5,4,5,6
SOWAHC,381,385,363,431,720,556,370,694,226,365,839,377,2076,794,63,1028,252,589,524,268
ENSG00000230603,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BMS1P19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SRSF3P6,0,0,0,1,0,7,0,2,4,2,0,1,1,8,0,0,16,0,1,1
RPL22P11,0,0,0,0,1,5,3,4,2,3,2,2,2,1,1,4,0,3,4,1
ENSG00000282033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
RGPD5,41,15,9,146,16,24,13,10,8,32,18,25,41,31,9,13,21,5,14,14
LIMS3,3,0,0,1,1,4,1,1,0,2,1,5,1,0,0,2,1,0,3,1
ENSG00000284337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000186148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPAA1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB45P1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
LINC01123,1,19,0,14,17,28,1,7,6,4,31,18,12,7,33,18,14,5,14,22
ENSG00000235721,0,15,0,0,5,2,0,5,0,3,9,5,0,2,9,2,7,2,2,2
ENSG00000229730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000283283,0,4,0,0,1,0,0,1,0,1,3,0,0,1,1,0,1,2,0,1
MIR4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MALL,0,8,0,2,16,80,20,5,1,19,31,21,16,35,3,50,18,13,13,5
MIR4436B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPHP1,161,42,291,128,184,375,414,460,236,457,346,455,316,541,520,154,357,401,580,205
ACTR1AP1,4,0,2,4,9,7,3,2,3,3,6,5,5,4,1,9,7,2,3,1
MTLN,49,95,33,41,56,95,39,88,26,80,118,59,129,74,40,11,62,151,101,46
ENSG00000290732,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
ENSG00000282304,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000261760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALLP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4436B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283167,0,3,0,2,2,2,0,0,3,0,0,0,0,0,2,0,0,2,1,0
ENSG00000226991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000230650,8,16,1,2,8,7,3,8,5,15,28,5,2,13,18,5,17,23,1,8
LINC01106,16,13,0,1,12,11,2,5,4,14,32,6,2,7,10,9,11,19,3,20
ZBTB45P2,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,5,0,2,0,0
GPAA1P2,8,0,0,0,1,0,1,5,0,6,2,1,1,0,2,3,2,1,2,1
ENSG00000273471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000290733,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000257207,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LIMS4,14,0,1,2,2,9,3,7,0,5,4,6,6,5,5,14,5,10,8,4
ENSG00000227574,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000231583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
